Cluster ID,sponsor_SPONSOR_CODE,sponsor_SPONSOR_NAME,sponsor_STATE,sponsor_POSTAL_CODE,sponsor_COUNTRY_CODE,rolodex_STATE,rolodex_POSTAL_CODE,rolodex_COUNTRY_CODE,rolodex_ADDRESS_LINE_1,rolodex_ADDRESS_LINE_2,rolodex_ADDRESS_LINE_3,rolodex_CITY,sponsor_DUN_AND_BRADSTREET_NUMBER
2009,001893,Tech. Assistance & Train. Corp,DC,20001,USA,,20001-8000,USA,"800 K Street, NW Suite 740",,,"Washington, DC",
2010,001894,US Smithsonian Institution,DC,20000,USA,DC,20000,USA,,,,Washington,
2011,001895,Smith Kline and French,PA,19101,USA,PA,19101-0000,USA,P.O. Box 7929,,,Philadelphia,
2012,001896,"Syntex Laboratories, Inc.",CA,94303,USA,CA,94304-1320,USA,3401 Hillview Avenue,,,Palo Alto,
2013,001897,Terumo Medical Corporation,MD,21921,USA,MD,21921-0605,USA,P.O. Box 605,,,Elkton,
2014,001898,Technassociates Incorporated,MD,20852,USA,MD,20852-1631,USA,1700 Rockville Pike,,,Rockville,
2015,001899,Technicon Corporation,NY,10591,USA,NY,10591-5005,USA,511 Benedict Avenue,,,Tarrytown,
2016,001900,Teledyne Getz,IL,60007,USA,IL,60007-5525,USA,1550 Greenleaf Avenue,,,Elk Grove Village,
2017,001901,Telectronics Pacing System,CO,80112,USA,CO,80112-3938,USA,7400 South Tucson Way,,,Englewood,
2018,001902,Travenol,,,,,,,,,,,
2019,001903,TBI/Tissue Banks International,MD,21201,USA,MD,21201-4806,USA,815 Park Avenue,,,Baltimore,
2020,001904,Triton Biosciences/Shell Oil,CA,94501,USA,CA,94501-7071,USA,1501 Harbor Bay Parkway,,,Alameda,
2021,001905,"TechNova Medical Products, Inc",NJ,07666,USA,NJ,07666-6842,USA,500 Frank W. Burr Blvd,,,Teaneck,
257,001906,Upper Chesapeake Health System,MD,21014-4324,USA,MD,21014-4324,USA,500 Upper Chesapeake Drive,,,Bel Air,
2022,001907,Theri-Teck,MD,21401,USA,MD,21401-2515,USA,190 Duke of Gloucester Street,,,Annapolis,
2023,001908,Thiokol,UT,84302,USA,UT,84302-0689,USA,P.O. Box 689,,,Brigham City,
2024,001909,US Surgical Corporation,CT,06856,USA,CT,06856-1308,USA,150 Glover Avenue,,,Norwalk,
258,001910,US Pharmacopeia,MD,20652,USA,MD,20652-1717,USA,12601 Twinbrook Parkway,,,Rockville,
2025,001911,UNISYS Corporation,PA,19422-1961,USA,PA,19422-1961,USA,801 Lakeview Dr,SUITE 100,,Blue Bell,
2026,001912,"Bio-Pharm Clinical Service, Inc",PA,19422,USA,PA,19422-2724,USA,4 Valley Sq/512 Township Line,,,Blue Bell,
2027,001913,Sjogren's Syndrome Foundation,MD,20817,USA,MD,20817-1164,USA,"6707 Democracy Blvd, Ste 325",,,Bethesda,
2028,001914,"United Cancer Council, Inc.",,46268,,,46268,,4010 West 86th Street/Suite H,,,Indianapolis,
2029,001915,Telor Ophthalmic Pharmaceutica,MA,01801,USA,MA,01801-6540,USA,500 W.Cummings Park/Suite 6950,,,Woburn,
2030,001916,Pharmos,FL,32615,USA,FL,32615-0000,USA,Two Innovation Drive,,,Alachua,
2031,001917,TDS Healthcare Systems Corporation,MD,20850,USA,MD,20850-2421,USA,51 Monroe Street,,,Rockville,
2032,001918,"Telios Pharmaceuticals, Inc.",CA,92121,USA,CA,92121-3051,USA,4757 Nexus Centre Drive,,,San Diego,
2033,001919,"United Scleroderma Found, Inc.",,95077,,,95077,,PO Box 350,,,Watsonville,
2034,001920,"Dowpharma, Chirotech Technology Ltd (was Peptide Therapeutics)",,CB4 4WG,GBR,,CB4 4WG,GBR,321 Cambridge Science Park,,,Cambridge,
2035,001921,Rockwell International Corporation,TX,75082,USA,TX,75082-2402,USA,3200 E. Renner Rd.,,,Richardson,
2036,001922,Tetra Technologies Incoporated,MD,21117,USA,MD,21117-5904,USA,10045 Red Run Blvd/Suite 110,,,Owings Mills,
2037,001923,Trevigen Incoprorated,MD,20877,USA,MD,20877-4131,USA,8405 Helgerman Court,,,Gaithersburg,
2038,001924,Science and Technology Corporation,VA,23666-6413,USA,VA,23666-6413,USA,21 Enterprise Parkway,Suite 150,,Hampton,
2039,001925,"Technology Assessment & Transfer, Inc.",MD,21401,USA,MD,21401-7098,USA,133 Defense Hwy,Suite 212,,Annapolis,
2040,001926,Total Health Care Incorporated,MD,21217,USA,MD,21217-3121,USA,1501 Division Street,,,Baltimore,
2041,001927,Telecommunication Systems,MD,21401,USA,MD,21401-3400,USA,275 West Street,,,Annapolis,
2042,001928,Sepracor Incorporated,MA,01752-1146,USA,MA,01752-1146,USA,33 Locke Drive,,,Marlborough,
2043,001929,Southeastern Center for MH/DD/SAS,NC,28406,USA,NC,28406-1147,USA,2023 S. 17th St. PO Box 4147,,,Wilmington,
2044,001930,South Carolina Research Authority,SC,29418-6937,USA,SC,29418-6937,USA,5300 Inernational Boulevard,,,Charleston,
2045,001931,SpectRx Incorporated,GA,30071,USA,GA,30071-3524,USA,6025A Unity Drive,,,Norcross,
2046,001932,Senmed Medical Ventures,OH,45242,USA,OH,45242-3739,USA,4445 Lake Forrest Drive,,,Cincinnati,
261,001933,Universities Space Research Association,MD,21044,USA,MD,21046-0000,USA,7178 Columbia Gateway Dr,,,Columbia,
2047,001934,Teva Pharmaceutical Industries,,49131,ISR,,49131,ISR,5 Basel Street,,,Petach Tikva,
2048,001935,"Taisho Pharmaceutical Co., Ltd",,170-8633,JPN,,170-8633,JPN,24-1 Takata 3-Chome,Toshimaku,,Tokyo,
2049,001936,SmithKline Beecham Biologicals,PA,19426,USA,PA,19426-2990,USA,Peter DeMarsh /UP1345,1250 S. Collegeville Road,,Collegeville,
262,001937,Rite Aid Corporation,PA,17105,USA,PA,17105-3165,USA,P.O. Box 3165,,,Harrisburg,
2050,001938,Roland Park Place Incorporated,MD,21211,USA,MD,21211-2116,USA,830 W. 40th Street,,,Baltimore,
2051,001939,Somatogen Inc.,CO,80301,USA,CO,80301-0000,USA,2524 Central Avenue,,,Boulder,
2052,001940,Intracel,MD,21701,USA,MD,21701-0000,USA,550 Highland Street,Suite 417,,Frederick,
2053,001941,"Telspan International, Inc.",MD,20785,USA,MD,20785-2245,USA,8201 Corporate Drive/Suite 600,,,Landover,
2054,001942,PhRMA Health Outcomes Work Gr.,,20005,,,20005,,1100 15th Street NW,,,"Washington, DC",
2055,001943,"AXYS Pharmaceuticals, Inc.",CA,92037,USA,CA,92037-1029,USA,11099 N. Torrey Pines Road,,,La Jolla,
2056,001944,"SoloPak Pharmaceuticals, Inc.",,60007,,,60007,,1845 Tonne Road,,,Elk Grove Village,
2057,001945,"Therapeutic Antibodies, Inc.",TN,37212,USA,TN,37212-2838,USA,1207 17th Avenue S./Suite 103,,,Nashville,
2058,001946,"Friends of the Family, Inc.",MD,21202,USA,MD,21202-4696,USA,1001 Eastern Ave/2nd Floor,,,Baltimore,
2059,001947,Shukokai Incorporated,,,JPN,,,JPN,Suginami-Ku,,,Tokyo 116,
2060,001948,Spectrum Incorporated,MD,20874,USA,MD,20874-1591,USA,12321 Middlebrook Road,,,Germantown,
2061,001949,Urban Institute,DC,20037,USA,DC,20037-1207,USA,"2100 M Street, NW",,,Washington,
2062,001950,"Urban Behavioral Associates, PA",MD,21043,USA,MD,21043-0000,USA,3443 Ellicott Ctr Dr/Ste 103,,,Ellicott City,
2063,001951,Council/Early Childhood Profes,DC,20005,,,20005,,"1342 G Street,NW/Suite 400",,,"Washington, DC",
204,001952,"Shaman Pharmaceuticals, Inc",CA,94080,USA,CA,94080-4812,USA,213 East Grand Avenue,,,South San Francisco,
2064,001953,"Technical Resources, Inc.",MD,20852,USA,MD,20852-0000,USA,3203 Monroe Street,,,Rockville,
2065,001954,UROCOR,OK,73104,USA,OK,73104-3611,USA,800 Research Parkway,,,Oklahoma City,
2066,001955,"WPNPC-Health, Education & Literacy - DUPLICATE - # 003917",MD,21230,USA,MD,21230-2318,USA,Washington Village/Pigtown Neighborhood Plann,904 Washington Blvd,,Baltimore,
2067,001956,Microfab Technologies,TX,75074,USA,TX,75074-8552,USA,1104 Summitt Avenue,,,Plano,
2068,001957,Sensimetrics Corporation,MA,01930-5703,USA,MA,01930-5703,USA,183 Main Street,,,Gloucester,
2069,001958,Novoste Corporation,GA,30093,USA,GA,30093-3207,USA,4350 International Blvd/Ste C,,,Norcross,
2070,001959,US Biomaterials Corporation,MD,21093,USA,MD,21093-2184,USA,9515 Deerco Road  Suite 500,,,Timonium,
2071,001960,Texas Biotechnology Corporation,TX,77030,USA,TX,77030-5501,USA,7000 Fannin/Suite 1920,,,Houston,
2072,001961,Chiron Behring GmbH & Company,,D3506,DEU,,D3506,DEU,Postfach 1630,,,Marburg,
2073,001962,InControl,WA,98052,USA,WA,98052-5038,USA,"6675 185th Avenue, NE",,,Redmond,
2074,001963,Irvine Biomedical Incorporated,CA,96926,USA,CA,96926-1347,USA,2146 A Michelson Drive,,,Irvine,
2075,001964,Imperium Inc,MD,20705-1277,USA,MD,20705-1277,USA,5901 Ammendale Rd Ste F,,,Beltsville,
2076,001965,Gencell (acquired by Rhone Poulenc Rorer),CA,95054,USA,CA,95054-1114,USA,5301 Patrick Henry Drive,,,Santa Clara,
2077,001966,Global Environment Facility,DC,20433,USA,,20433-0001,USA,1818 H Street N. W.,,,"Washington, DC",69226044
2078,001967,"Celtrix Pharmaceuticals, Inc.",CA,95054,USA,CA,95054-1815,USA,3055 Patrick Henry Drive,,,Santa Clara,
2079,001968,Pacesetter Incorporated,CA,91342,USA,CA,91342-3577,USA,15900 Valley View Ct/Box 9221,,,Sylmar,884994641
2080,001969,Univax Biologics Incorporated,MD,20852,USA,MD,20852-1834,USA,12280 Wilkins Avenue,,,Rockville,
2081,001970,Union Carbide Corporation,TX,77077,USA,TX,77077-2564,USA,1254 Enclave Parkway,,,Houston,
2082,001971,Upjohn Company,MI,49001,USA,MI,49001-0102,USA,7000 Portage Road,,,Kalamazoo,
2083,001972,Vantage Point Systems,MD,21043,USA,MD,21043-5204,USA,9043 Dunloggin Court,,,Ellicott City,
2084,001973,Ventech Research Incorporated,MA,02139,USA,MA,02139-4135,USA,38 Sidney Street,,,Cambridge,
2085,001974,"ViPont Laboratories, Inc.",CO,80522,USA,CO,80522,,PO Box 460,,,Fort Collins,
2086,001975,Vestec Corporation,TX,77054,USA,TX,77054,,9299 Kirby Drive,,,Houston,
2087,001976,Visions for Health Consortium,MD,21217,USA,MD,21217-2210,USA,1137 Gilmor Street,,,Baltimore,
2088,001977,Vertex Pharmaceuticals Incorporated,MA,02210-1862,USA,ME,02210-1862,USA,50 Northern Ave,,,Boston,
2089,001978,SS White Burs,NJ,08701,USA,NJ,08701-5932,USA,1145 Towbin Avenue,,,Lakewood,
2090,001979,"VidaMed, Inc.",CA,94025,USA,CA,94025,,1380 Willow Rd.,,,Menlo Park,
2091,001980,Somnus Medical Technologies,CA,94086,USA,CA,94086-2805,USA,995 Benecia Avenue,,,Sunnyvale,
2092,001981,"Pro-Virus, Inc.",MD,20877,USA,MD,20877-1414,USA,16020 Industrial Drive,,,Gaithersburg,
2093,001982,Orthovita Incorporated,GA,30328,USA,GA,30328-4579,USA,7000 Central Parkway,,,Atlanta,
2094,001983,"Active Signal Technologies, Inc",MD,21090-1322,USA,MD,21090-1322,USA,611 N Hammonds Ferry Rd,Suite Q,,Linthicum Heights,959989054
2095,001984,Vital Sys Develop Procedures,MD,21078,USA,MD,21078-2107,USA,920 Country Club Road,,,Havre De Grace,
2096,001985,Baltimore New Compact Schools,MD,21217,USA,MD,21217-2810,USA,701 Gold Street,,,Baltimore,
2097,001986,Kimeragen Incorporated,PA,18940,USA,PA,18940-3422,USA,300 Pheasant Run,,,Newtown,
2098,001987,Exponential Biotherapies,NY,11050,USA,NY,11050-2859,USA,150 Main Street,,,Port Washington,
2099,001988,Molecular Devices Corporation,CA,94089,USA,CA,94089-1136,USA,1311 Orleans Drive,,,Sunnyvale,
2100,001989,Virginia Sea Grant College Program,VA,22903,USA,VA,22903,,170 Rugby Road/Madison House,,,Charlottesville,
2101,001990,Cordis Corporation,NJ,07059,USA,NJ,07059-5148,USA,7 Powderhorn Drive,,,Warren,
2102,001991,PKR Foundation  - DUPLICATE - use # 004961,,64112,,,64112,,4901 Main Street/Suite 200,,,Kansas City,
2103,001992,Alcoholism Recovery Services,AL,35214-3521,USA,AL,35214-3521,USA,2101 Daniel Payne Dr,,,Birmingham,
2104,001993,PPD Pharmaco Incorporated,NC,28412,USA,NC,28412-6461,USA,3151 17th Street Extension,,,Wilmington,
2105,001994,BioReview Incorporated,MD,20852,USA,MD,20852-4873,USA,"6001 Montrose Road, Suite 508",,,Rockville,
2106,001995,TAP Holdings Incorporated,CA,92612,USA,CA,92612-1503,USA,2525 Campus Drive,,,Irvine,
2107,001996,Akorn Ophthalmics,IL,60069,USA,IL,60069-0000,USA,100 Tri-State Drive/Suite 100,,,Lincolnshire,
2108,001997,CDPP/Pool,,21201,,,21201-0000,,School of Pharmacy/UMB,,,Baltimore,
2109,001998,GloboMax LLC,MD,21076,USA,MD,21076-1336,USA,7250 Parkway Drive/Suite 430,,,Hanover,
2110,001999,"BioMagnetic Therapy Sysems, Inc",FL,33432,USA,FL,33432-5143,USA,One South Ocean Blvd/Suite 208,,,Boca Raton,
2111,002000,Oncogene Sciences Incorporated,NY,11553,USA,NY,11553-3632,USA,106 Charles Lindberg Boulevard,,,Uniondale,
2112,002001,Life Fitness,IL,60131,USA,IL,60131-1545,USA,10601 West Belmont Avenue,,,Franklin Park,
2113,002002,ID Biomedical Corporation [formerly Shire Biologics],MD,20850,USA,MD,20850-1339,USA,1550 E. Gude,,,Rockville,
2114,002003,ViroPharma Incorporated - acquired by Shire 2013 - USE 004269,PA,19341,,PA,19341,,405 Eagleview Boulevard,,,Exton,
2115,002004,Neurex,CA,94025,USA,CA,94025-1012,USA,3760 Haven Avenue,,,Menlo Park,
2116,002005,Jaeb Center for Health Research,FL,33647,USA,FL,33647-1642,USA,"15310 Amberly Drive, Suite 350",,,Tampa,
2117,002006,EMS Medical gmbH,,,DEU,,,DEU,"Steiger, 14, 88709",,,Meersburg,
2118,002007,US Harvest Medical Technologies Corp.,MD,21209-3920,USA,MD,21209-3920,USA,5900 Greenspring Avenue,,,Baltimore,
2119,002008,Elan Pharmaceuticals,CA,94025,USA,CA,94025-1012,USA,3760 Haven Avenue,,,Menlo Park,
2120,002009,W. Alton Jones Cell Science Ct,NY,12946,USA,NY,12946,,10 Old Barn Road,,,Lake Placid,
2121,002010,Aronex Pharmaceuticals,NJ,08530,USA,NJ,08530-1920,USA,80 Lambert Lane/Suite 115,,,Lambertville,
2122,002011,Miravant Medical Technologies,CA,93117,USA,CA,93117-2583,USA,7408 Hollister Avenue,,,Santa Barbara,
2123,002012,Santen Pharmaceuticals,,,JPN,,,JPN,"Grand Front Osaka Tower A,","4-20 Ofuka-cho, Kita-ku,",,Osaka 530-8552,
2124,002013,Charles River Laboratories,MA,01887-1096,USA,MA,01887-1096,USA,251 Ballardvale Street,,,Wilmington,
2125,002014,"Yamanouchi Pharmaceutical, Ltd",,,JPN,,,JPN,"21 Miyukigaoka, Tsukuba, Ibara",,,,
2126,002015,EER Systems Incorporated,MD,20706,USA,MD,20706-2280,USA,10289 Aerospace Road,,,Seabrook,
2127,002016,Planning Systems Incorporated,VA,20191,USA,VA,20191-0000,USA,12030 Sunrise Valley Dr # 400,,,Reston,
2128,002017,Western Maryland Health System,MD,21502-6393,USA,MD,21502-6393,USA,12500 Willowbrook Road,,,Cumberland,
2129,002018,Novovasc Incorporated,MD,21204,USA,MD,21204-6431,USA,1903 Indian Head Road,,,Baltimore,
2130,002019,Whitehall-Robins,NJ,07940,USA,NJ,07940,,5 Giralda Farms,,,Madison,
2131,002020,Warner Lambert,NJ,07950,USA,NJ,07950-2536,USA,170 Tabor Road,,,Morris Plains,
2132,002021,Washington County Health Dept,MD,21740,USA,MD,21742-2067,USA,Post Office Box 2067,,,Hagerstown,
2133,002022,J. Morita Corporation (U.S.),MD,21030,USA,MD,21030-4931,USA,"12 Galloway Avenue, Suite 1-E",,,Cockeysville,
2134,002023,Parke-Davis,MI,48105,USA,MI,48105-2800,USA,2800 Plymouth Road,,,Ann Arbor,
2135,002024,Software Architect/Engin Inc,,,,,,,,,,,
2136,002025,"Wavefront Technologies, Inc.",CA,93103,USA,CA,93103-3252,USA,530 East Montecito Street,,,Santa Barbara,
2137,002026,FMC Corporation,NJ,08540,USA,NJ,08542-0008,USA,Box 8,,,Princeton,
2138,002027,Stauffer Chemical Company,FL,34688,USA,FL,34689,,877 Ancolote boulevard,,,Tarpon Springs,
2139,002028,AT & T Consumer Products,NJ,07054,USA,NJ,07054,,5 Wood Hollow Road,,,Parseppany,
2140,002029,Cutter Laboratories,CA,94701,USA,CA,94701-1986,USA,P.O. Box 1986,,,Berkeley,
2141,002030,"Booz Allen and Hamilton, Inc.",MD,20814,USA,MD,20814-4408,USA,4330 East West Highway,,,Bethesda,
2142,002031,Bristol Laboratories,NY,13221,USA,NY,13221-4755,USA,P.O. Box 4755,,,Syracuse,
273,002032,Westat Incorporated,MD,20850-3129,USA,MD,20850-3129,USA,1600 Research Boulevard,,,Rockville,049508120
2143,002033,"Bristol-Myers Squibb, US Pharmaceutical Group",IN,47721,USA,IN,47721-0000,USA,2404 Pennsylvania Ave,,,Evansville,
2144,002034,World Airways,GA,30269-6965,USA,GA,30269-6965,USA,101 World Drive,,,Peachtree City,
2145,002035,"Wrigley, Jr. Company",IL,60611,USA,IL,60611-4255,USA,410 North Michigan Avenue,,,Chicago,
2146,002036,"Soon Ja Kim, MD, PA",MD,21227,USA,MD,21075-5105,USA,5808 Main Street,,,Elkridge,
2147,002037,"Walter J. Alt, M.D.",MD,21229,USA,MD,21229-4108,USA,301 Marydell Road,,,Baltimore,
2148,002038,Wyeth Pharmaceuticals,PA,19426,USA,PA,19426-3982,USA,500 Arcola Road,,,Collegeville,
258,002039,US Pharmacopeial Convention,MD,20852,USA,MD,20852-1717,USA,12601 Twinbrook Parkway,,,Rockville,
2149,002040,Bristol-Myers Squibb Company,NY,10154,USA,NY,10154-0004,USA,345 Park Avenue,,,New York,
2150,002041,DUPLICATE DNU Bristol-Myers Squibb,NJ,08543,USA,NJ,08543-4000,USA,P.O. Box 4000,,,Princeton,
2151,002042,Wesleyan Health Care Center,MD,21629,USA,MD,21629-0400,USA,"280 Camp Road, PO Box 400",,,Denton,
2152,002043,"Rhone-Poulenc Rorer Pharm, Inc",PA,19426,USA,PA,19426-3982,USA,500 Arcola Road/PO Box 1200,,,Collegeville,
2153,002044,Winthrop Pharmaceuticals,NY,10016,USA,NY,10016,,90 Park Avenue,,,New York,
2154,002045,Wenner-Gren Foundation,NY,10016,USA,NY,10016-6819,USA,470 Park Avenue South,8th Floor,,New York,
2155,002046,Metrex Research Corporation,CA,92867,USA,CA,92867-5422,USA,1717 West Collins Avenue,,,Orange,
276,002047,"W.L. Gore & Associates, Inc.",AZ,86002,USA,DE,19711-0000,USA,555 Paper Mill Road,,,Newark,
2156,002048,Whale and Dolphin Conservation,MA,01773,USA,MA,01773,,191 Eston Road,,,Lincoln,
2157,002049,Westinghouse Electronic System,MD,1522-4802,USA,PA,15222-4802,USA,20 Stanwix Street,,,Pittsburgh,
2158,002050,"Walsh, Seager-Chamberlain, PA",MD,21012,USA,MD,21012-0000,USA,275 Peninsula Farm Road,,,Arnold,
2159,002051,Weston Institute,PA,19380,USA,PA,19380-1469,USA,1 Weston Way,,,West Chester,
2160,002052,Wolfe Publishing Incorporated,MD,21801,USA,MD,21801-0000,USA,606 South Shumaker Drive,,,Salisbury,
2161,002053,Washington State Dept of Labor & Industries,WA,98501-5414,USA,WA,98501-5414,USA,7273 Linderson Way SW,,,Tumwater,
2162,002054,AstraZeneca UK Limited,,W2 6BD,GBR,,W2 6BD,GBR,2 King St.,,,London,
2163,002055,CODA Incorporated,MD,20901-4032,USA,MD,20901-4032,USA,100 Wayne Avenue,Suite 750,,Silver Spring,
2164,002056,DUPLICATE of 003917 Washington Village Pigtown,,,,,,,Washington Boulevard,,,"Baltimore,",
2165,002057,United Therapeutics,NC,27709-3169,USA,NC,27709-3169,USA,55 T. W. Alexander Drive,P.O Box 14186,,Research Triangle Park,
2166,002058,"OralScan Laboratories, Inc.",OH,45237,USA,OH,45237-3728,USA,6720 East Beechlands Drive,,,Cincinnati,
2167,002059,"UniversityCare, LLC",MD,21201,USA,MD,21201-1734,USA,419 West Redwood St/Suite 220,,,Baltimore,
2168,002060,Zimmer Incorporated,IN,46581,USA,IN,46581-0708,USA,P.O. Box 708,,,Warsaw,
2169,002061,"Schleicher & Schuell, Inc.",NH,03431,USA,NH,03431-0000,USA,P.O. Box 2012,,,Keene,
2170,002062,"Triangle Pharmaceuticals, Inc. (as of 2002, Gilead Sciences)",,27707,,,27707,,4 Univ Place/4611 Univ Drive,,,Durham,
2171,002063,National Ctr for Lead-Safe Housing - superceded by 003490,,21044,,,21044,,10227 Wincopin Circle/Ste 205,,,Columbia,
2172,002064,Efoora Incorporated,IL,60089,USA,IL,60089-6929,USA,"160 Lexington Drive, Unit D",,,Buffalo Grove,
2173,002065,Ceridian Performance Partners,PA,19422,USA,PA,19422-1952,USA,1400 Union Meeting Rd/Ste 102,,,Blue Bell,
2174,002066,Human Genome Sciences,MD,20850,USA,MD,20850-3345,USA,9410 Key West Avenue,,,Rockville,
2175,002067,Tetrahedron Incorporated,MD,21230,USA,MD,21230-5193,USA,1414 Key Highway/Suite C,,,Baltimore,
2176,002068,"Steller Biosystems, Inc.",MD,21046,USA,MD,21046-3145,USA,9075 Guilford Rd.,,,Columbia,
2177,002069,"Bio-Rad Laboratories, Inc.",CA,94547,USA,CA,94547-1811,USA,1000 Alfred Nobel Drive,,,Hercules,
2178,002070,"Medical Analysis Systems, Inc",CA,93012,USA,CA,93012-8027,USA,542 Flynn Rd/Lincoln Tech Park,,,Camarillo,
2179,002071,"Informedex, Inc.",MD,20852,USA,MD,20852-4823,USA,5920 Hubbard Drive,,,Rockville,
2180,002072,IMPRA Device Technologies,AZ,85280,USA,AZ,85280-1740,USA,1625 West 3rd St/PO Box 1740,,,Tempe,
2181,002073,Kowa Company,,,JPN,,,JPN,3-4-14 Nihonhashi-Huncho,,,Chuo-ku/Tokyo,
2182,002074,"Universal Healthwatch, Inc.",MD,21045,USA,MD,21045-2145,USA,8990-E Route 108,,,Columbia,
2183,002075,NOMOS Corporation,PA,15143,USA,PA,15143-8676,USA,2591 Wexford-Bayne Rd/Ste 400,,,Sewickley,
2184,002076,"Elekta Oncology Systems, Inc.",VA,22153,USA,VA,22153-3136,USA,7600-G Boston Boulevard,,,Springfield,
2185,002077,"Synthelabo Research, Inc.",NJ,07094,USA,NJ,07094-3625,USA,400 Plaza Drive,,,Secaucus,
2186,002078,bioMerieux,,69280,FRA,,69280,FRA,376 Chemin de l'Orme,,,Marcy-l'Etoile,
2187,002079,View Technology,MD,21046,USA,MD,21046-2838,USA,9693-Q Gerwig Lane,,,Columbia,
2188,002080,Pronova Biopharma,,NO-1327,NOR,,NO-1327,NOR,P.O Box 420,,,Lysaker,
2189,002081,BioEnergy Incorporated,MN,55415,USA,MN,55415-0000,USA,400 South Forth St/Suite 720M,,,Minneapolis,
280,002082,"Intralytix, Inc.",MD,21202,USA,MD,21202-3183,USA,701 E. Pratt Street,,,Baltimore,005318758
2190,002083,"Senior Campus Living, Inc.",MD,21228,USA,MD,21228-5968,USA,701 Maiden Choice Lane,,,Baltimore,
281,002084,"Advanced Tissue Sciences, Inc.",CA,92037,USA,CA,92037-1054,USA,10933 North Torrey Pines Road,,,La Jolla,
2191,002085,BioPure Biopharmaceuticals,MA,02141,USA,MA,02141-2110,USA,11 Hurley Street,,,Cambridge,
2192,002086,SPI Polyols Incorporated,DE,19720,USA,DE,19720-2780,USA,321 Cherry Lane,,,New Castle,
2193,002087,Sangstat Corporation,CA,94025,USA,CA,94025-1450,USA,1505 Adams Drive,,,Menlo Park,
2194,002088,"Hadassah, the Women's Zionist Organization of America",NY,10019,USA,NY,10019-2505,USA,50 West 58th Street,,,New York,
2195,002089,"Lifecore Biomedical, Inc.",MN,55318,USA,MN,55318-3050,USA,3515 Luman Blvd.,,,Chaska,
2196,002090,Megabios Corporation,CA,94010,USA,CA,94010-1311,USA,863A Mitten Road,,,Burlingame,
2197,002091,OraPharma Incorporated,PA,18974,USA,PA,18974-2829,USA,732 Louis Drive,,,Warminster,
2198,002092,Altarex Incorporated,AB,,CAN,AB,,CAN,"8625-112th St, Ste 300",,,Edmonton,
2199,002093,"Indevus Pharmaceuticals, Inc. (Formerly Interneuron Pharmaceuticals Inc.)",MA,02421,USA,MA,02421-7918,USA,33 Hayden Avenue,,,Lexington,
2200,002094,"Chiroscience R & D, Inc",WA,98021,USA,WA,98021,,"1631-220th Street, SE",,,Bothell,
2201,002095,Nemours Children's Clinic,FL,32801,USA,FL,32801-3851,USA,496 S. Delaney Ave/Suite 408,,,Orlando,
2202,002096,Dekk-Tec Incorporated,LA,70119,USA,LA,70119-6901,USA,"3839 Ulloa Street, Suite 100",,,New Orleans,
2203,002097,"Lyme Disease Association, Inc",NJ,08527,USA,NJ,08527-0438,USA,PO Box 1438,,,Jackson,
2204,002098,"Epidemiology Resources, Inc.",MA,02462,USA,MA,02462-1436,USA,One Newton Executive Park,,,Newton Lower Falls,
2205,002099,SMO-USA Incorporated,GA,30013,USA,GA,30013-2077,USA,"1820 Highway 20, Suite 132-271",,,Conyers,
2206,002100,"Family League of Baltimore, Inc.",MD,21218-5378,USA,MD,21218-5378,USA,2305 N. Charles Street,Suite 200,,Baltimore,158059118
2207,002101,CytoMed Incorporated,MA,02139,USA,MA,02139-3758,USA,840 Memorial Drive,,,Cambridge,
2208,002102,BioChemAnalysis Corporation,IL,60612,USA,IL,60612-3501,USA,2201 West Campbell Park Drive,,,Chicago,
2209,002103,Vascular Therapeutics,CA,94040,USA,CA,94040,,"700 E. El Camino Real, #130",,,Mountain View,
2210,002104,Zone Therapeutics,MD,20878-3908,USA,MD,20878-3908,USA,13304 Scottish Autumn Lane,,,Darnestown,
2211,002105,Ambion Incorporated,TX,78744,USA,TX,78744-1038,USA,"2130 Woodward, Suite 200",,,Austin,
2212,002106,Alliance Pharmaceutical Corp.,CA,92121,USA,CA,92121-1102,USA,3040 Science Park Road,,,San Diego,
2213,002107,MDRC (formerly Manpower Demonstration Res Corp),NY,10016-4326,USA,NY,10016-4326,USA,16 East 34 Street,19th Floor,,New York,
2214,002108,Creatv MicroTech Incorporated,MD,20854,USA,MD,20854-1221,USA,11609 Lake Potomac Drive,,,Potomac,
2215,002109,Dade Behring Incorporated,DE,19714,USA,DE,19714-6101,USA,Liana Romero,P.O. Box 6101,,Newark,
2216,002110,Zambon Corporation,NJ,07073,USA,NJ,07073-2137,USA,One Meadowlands Plaza,,,East Rutherford,
2217,002111,Intellivax Incorporated,MD,21227,USA,MD,21227-3863,USA,1450 South Rolling Road,,,Baltimore,
2218,002112,Dow USA,MI,48674,USA,MI,48674-0000,USA,Larkin Laboratory,,,Midland,
2219,002113,Covalent Group Incorporated,PA,19087,USA,PA,19087-1571,USA,1275 Drummers Lane/Suite 100,,,Wayne,
292,002114,"Roche Diagnostics Operations, Inc.",IN,46250,USA,IN,46250-1025,USA,9115 Hague Road,,,Indianapolis,
2220,002115,Centrix Incorporated,CT,06848,USA,CT,06848-5430,USA,770 River Road,,,Shelton,
2221,002116,FacioScapuloHumeral Society,MA,02420,USA,MA,02420-1833,USA,3 Westwood Road,,,Lexington,
